forecast_date,target,date_time,q0.025,q0.25,q0.5,q0.75,q0.975
20231122,energy,2023-11-23 00:00:00,45.857937,49.09539,50.729813,51.500614,53.466145
20231122,energy,2023-11-23 01:00:00,45.681274,47.44281,48.964714,49.67425,52.20927
20231122,energy,2023-11-23 02:00:00,45.056713,47.225792,48.52498,49.542408,50.871056
20231122,energy,2023-11-23 03:00:00,45.816917,48.067528,48.964714,50.031414,52.05006
20231122,energy,2023-11-23 04:00:00,46.742035,49.03556,49.607277,51.43468,53.42308
20231122,energy,2023-11-23 05:00:00,48.3651,51.37182,52.40394,53.7969,56.386253
20231122,energy,2023-11-23 06:00:00,55.74089,59.480747,60.66964,61.842274,63.778637
20231122,energy,2023-11-23 07:00:00,61.735474,65.12344,66.42055,67.3662,69.50066
20231122,energy,2023-11-23 08:00:00,63.889015,67.121605,68.27564,69.650215,72.07649
20231122,energy,2023-11-23 09:00:00,63.912613,67.13898,68.30668,69.75034,72.16462
20231122,energy,2023-11-23 10:00:00,63.86278,67.31744,68.96516,70.77087,72.88781
20231122,energy,2023-11-23 11:00:00,63.86278,67.31405,68.70695,70.03939,72.74513
20231122,energy,2023-11-23 12:00:00,63.86278,67.30399,68.38958,70.01585,72.688156
20231122,energy,2023-11-23 13:00:00,63.867428,66.71822,67.73855,68.85969,72.18411
20231122,energy,2023-11-23 14:00:00,63.108566,65.48598,66.957825,68.0335,70.690765
20231122,energy,2023-11-23 15:00:00,62.528793,65.08652,66.48964,67.58576,70.160164
20231122,energy,2023-11-23 16:00:00,63.108566,65.97833,67.05266,68.19927,71.451256
20231122,energy,2023-11-23 17:00:00,63.577316,66.97083,67.79599,69.43598,72.81034
20231122,energy,2023-11-23 18:00:00,63.286453,66.094,67.14853,68.38354,71.813385
20231122,energy,2023-11-23 19:00:00,62.308586,64.67408,65.79413,66.90864,69.493904
20231122,energy,2023-11-23 20:00:00,58.990414,61.450867,62.694626,63.79553,65.87351
20231122,energy,2023-11-23 21:00:00,55.370026,57.23259,58.994324,59.492805,62.084736
20231122,energy,2023-11-23 22:00:00,52.028313,54.222404,55.124825,56.26008,58.63146
20231122,energy,2023-11-23 23:00:00,48.637302,50.62227,52.56071,52.974655,56.14909
20231122,energy,2023-11-24 00:00:00,45.100426,48.067528,49.48677,50.31841,53.11625
20231122,energy,2023-11-24 01:00:00,44.161366,46.485428,48.056618,48.476154,50.420006
20231122,energy,2023-11-24 02:00:00,43.494503,45.97219,47.28737,47.970158,50.006454
20231122,energy,2023-11-24 03:00:00,44.176235,46.485428,47.704468,48.808193,50.297832
20231122,energy,2023-11-24 04:00:00,45.66554,48.110085,48.97824,49.961796,51.66066
20231122,energy,2023-11-24 05:00:00,48.378418,50.59668,52.34069,53.24419,55.920624
20231122,energy,2023-11-24 06:00:00,54.854046,58.06268,59.165604,60.679214,62.828453
20231122,energy,2023-11-24 07:00:00,60.56307,64.2003,65.160774,66.26066,68.89775
20231122,energy,2023-11-24 08:00:00,63.197006,66.468285,67.285614,68.50265,71.423065
20231122,energy,2023-11-24 09:00:00,63.215225,66.48566,67.75835,68.698875,71.7873
20231122,energy,2023-11-24 10:00:00,63.46531,67.18208,67.99338,69.28739,72.37355
20231122,energy,2023-11-24 11:00:00,63.46531,67.2481,67.78011,69.45396,72.84347
20231122,energy,2023-11-24 12:00:00,63.220604,66.52876,67.37274,68.70171,71.908005
20231122,energy,2023-11-24 13:00:00,62.781105,65.55394,66.52581,67.5785,70.20435
20231122,energy,2023-11-24 14:00:00,60.87362,63.508327,65.04306,66.27978,69.12725
20231122,energy,2023-11-24 15:00:00,60.04659,62.675713,63.958748,65.28568,68.16017
20231122,energy,2023-11-24 16:00:00,60.87362,63.508327,65.00502,66.27978,69.11539
20231122,energy,2023-11-24 17:00:00,62.729168,65.67183,66.80762,67.9464,70.689964
20231122,energy,2023-11-24 18:00:00,62.400127,65.382835,66.37747,67.37455,70.06589
20231122,energy,2023-11-24 19:00:00,59.76601,62.956585,64.40245,65.19173,67.36268
20231122,energy,2023-11-24 20:00:00,56.837154,59.73943,60.624657,61.852974,63.652863
20231122,energy,2023-11-24 21:00:00,54.13612,56.174515,57.288654,58.045753,60.543568
