date_time,qs0.025,qs0.25,qs0.5,qs0.75,qs0.975,mean_qs,sum_qs
2023-11-23 00:00:00,0.2155531570434569,0.5368048400878891,0.5608126220703156,0.6658070831298843,0.16485722808837922,0.428766986083985,2.5726019165039102
2023-11-23 01:00:00,0.16857377929687517,0.8049699707031266,0.08803594970703443,0.3107507781982406,0.15782602386474606,0.30603130035400455,1.8361878021240272
2023-11-23 02:00:00,0.18742684478759772,0.7897290344238286,0.2802713623046884,0.3685789947509761,0.10329028015136724,0.34585930328369163,2.07515581970215
2023-11-23 03:00:00,0.15612912902832043,0.43598611450195435,0.025214050292966306,0.5459570159912097,0.15552801361083987,0.26376286468505816,1.5825771881103488
2023-11-23 04:00:00,0.1714857543945314,0.5680946960449234,0.5644730834960967,0.6314654693603501,0.16256652221679688,0.4196171051025397,2.517702630615238
2023-11-23 05:00:00,0.24416995697021485,0.9383407287597656,0.8445617065429687,0.2742008514404297,0.15688766784667982,0.4916321823120118,2.9497930938720707
2023-11-23 06:00:00,0.22436797485351578,0.37375138854980605,0.441389587402341,0.8070118560791002,0.17751934661865237,0.40480803070068305,2.428848184204098
2023-11-23 07:00:00,0.2206138183593751,0.5121531982421885,0.27279748535156045,0.6092266540527334,0.16764568786621098,0.35648736877441367,2.138924212646482
2023-11-23 08:00:00,0.21033674011230447,0.4870725402832008,0.1798923950195359,0.777232574462893,0.19903711547851605,0.37071427307129,2.22428563842774
2023-11-23 09:00:00,0.21340685424804706,0.5208864746093766,0.12592877197265295,0.7847966613769515,0.1991934722900391,0.3688424468994134,2.2130546813964806
2023-11-23 10:00:00,0.27123592376708955,0.9850318908691378,0.32234344482421307,0.7416831970214872,0.1800154876708989,0.5000619888305653,3.0003719329833913
2023-11-23 11:00:00,0.2976859237670901,1.2512256164550806,1.1095526733398486,0.11144528198241943,0.146431622314453,0.5832682235717783,3.49960934143067
2023-11-23 12:00:00,0.2904984237670895,1.1843783874511686,1.2831702270507748,0.17154812622070637,0.15077030639648484,0.6160730941772448,3.6964385650634686
2023-11-23 13:00:00,0.25059110870361323,1.0805132141113276,1.1407017211914052,0.02934329223632659,0.16524312744140646,0.5332784927368158,3.199670956420895
2023-11-23 14:00:00,0.22477168579101559,1.0590114135742184,0.6461752929687492,0.21475033569335977,0.15433826904296893,0.45980939941406235,2.758856396484374
2023-11-23 15:00:00,0.24701033325195285,1.1912413330078095,0.9793607177734316,0.05838101196289358,0.13455819396972699,0.5221103179931629,3.1326619079589775
2023-11-23 16:00:00,0.2702216857910159,1.2673337402343776,1.4603419189453177,0.4705917663574297,0.14691278991699205,0.7230803802490267,4.3384822814941595
2023-11-23 17:00:00,0.3443841857910158,1.747083587646486,2.6690100097656284,1.5435273742675832,0.11726704406738275,1.2842544403076193,7.705526641845716
2023-11-23 18:00:00,0.28148983764648466,1.411124114990237,1.7677209472656301,0.7990690612793045,0.14485675048828112,0.8808521423339875,5.285112854003924
2023-11-23 19:00:00,0.23848319396972642,1.202085052490233,1.284121582031247,0.2544179992675737,0.12078270568847682,0.6199781066894514,3.719868640136708
2023-11-23 20:00:00,0.22420431671142574,1.0118166503906245,0.7798741455078115,0.16051420593261767,0.11995061340332047,0.45927198638916,2.75563191833496
2023-11-23 21:00:00,0.24499871826171893,1.5187051391601578,1.2756762695312531,1.1657917785644578,0.09073679351806634,0.8591817398071309,5.155090438842785
2023-11-23 22:00:00,0.2284968658447266,1.1879227600097657,1.473425476074219,0.5072573547363284,0.10166041412353524,0.699752574157715,4.19851544494629
2023-11-23 23:00:00,0.22852238006591785,1.2927406616210924,0.6470390930175753,0.34964227294921457,0.14706699066162138,0.5330022796630842,3.1980136779785058
2023-11-24 00:00:00,0.25077871398925783,1.024236114501953,0.6292293701171872,0.10120448303222673,0.15001245422363296,0.4310922271728515,2.586553363037109
2023-11-24 01:00:00,0.20781922454833968,0.9161610717773421,0.2611322631835904,0.07920216369629074,0.10511278991699245,0.31388550262451104,1.8833130157470663
2023-11-24 02:00:00,0.17753734893798845,0.5365295715332046,0.2421187744140596,0.46245381164550636,0.14806022338867186,0.31333994598388615,1.8800396759033169
2023-11-24 03:00:00,0.1558757400512697,0.40416107177734517,0.41071777343749716,0.7572216033935533,0.1502041244506836,0.3756360626220697,2.2538163757324186
2023-11-24 04:00:00,0.15579806060791024,0.33570773315429747,0.1967409667968738,0.5901479034423822,0.14395798950195318,0.28447053070068334,1.7068231842041002
2023-11-24 05:00:00,0.2206416015624999,1.097285156249999,0.45055938720702926,0.22647010803222756,0.15646868896484398,0.43028498840331997,2.58170993041992
2023-11-24 06:00:00,0.231272706604004,0.7084103546142586,0.3138963623046891,0.5998572387695305,0.16744765319824226,0.4041768630981449,2.4250611785888694
2023-11-24 07:00:00,0.209171580505371,0.27309893798828,0.41427423095703375,0.7570791320800794,0.2075625427246097,0.37223728485107477,2.2334237091064484
2023-11-24 08:00:00,0.17024968872070334,0.06685769653320506,0.6836140136718711,0.9503236999511699,0.24105325927734378,0.4224196716308587,2.534518029785152
2023-11-24 09:00:00,0.23767623901367188,0.741546630859375,0.2104034423828125,0.3650627136230469,0.19092750549316423,0.3491233062744141,2.0947398376464847
2023-11-24 10:00:00,0.28533454284667953,0.9949584350585923,1.178622314453122,0.0576958312988296,0.16007752075195342,0.5353377288818353,3.212026373291012
2023-11-24 11:00:00,0.32648454284667994,1.373449859619143,2.214886779785161,0.8115650939941474,0.14242338562011708,0.9737619323730498,5.842571594238298
