,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,split5_test_r2,split6_test_r2,split7_test_r2,split8_test_r2,split9_test_r2,split10_test_r2,split11_test_r2,split12_test_r2,split13_test_r2,split14_test_r2,split15_test_r2,split16_test_r2,split17_test_r2,split18_test_r2,split19_test_r2,split20_test_r2,split21_test_r2,split22_test_r2,split23_test_r2,split24_test_r2,split25_test_r2,split26_test_r2,split27_test_r2,split28_test_r2,split29_test_r2,split30_test_r2,split31_test_r2,split32_test_r2,split33_test_r2,split34_test_r2,split35_test_r2,split36_test_r2,split37_test_r2,split38_test_r2,split39_test_r2,split40_test_r2,split41_test_r2,split42_test_r2,split43_test_r2,split44_test_r2,split45_test_r2,split46_test_r2,split47_test_r2,split48_test_r2,split49_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,split5_test_neg_root_mean_squared_error,split6_test_neg_root_mean_squared_error,split7_test_neg_root_mean_squared_error,split8_test_neg_root_mean_squared_error,split9_test_neg_root_mean_squared_error,split10_test_neg_root_mean_squared_error,split11_test_neg_root_mean_squared_error,split12_test_neg_root_mean_squared_error,split13_test_neg_root_mean_squared_error,split14_test_neg_root_mean_squared_error,split15_test_neg_root_mean_squared_error,split16_test_neg_root_mean_squared_error,split17_test_neg_root_mean_squared_error,split18_test_neg_root_mean_squared_error,split19_test_neg_root_mean_squared_error,split20_test_neg_root_mean_squared_error,split21_test_neg_root_mean_squared_error,split22_test_neg_root_mean_squared_error,split23_test_neg_root_mean_squared_error,split24_test_neg_root_mean_squared_error,split25_test_neg_root_mean_squared_error,split26_test_neg_root_mean_squared_error,split27_test_neg_root_mean_squared_error,split28_test_neg_root_mean_squared_error,split29_test_neg_root_mean_squared_error,split30_test_neg_root_mean_squared_error,split31_test_neg_root_mean_squared_error,split32_test_neg_root_mean_squared_error,split33_test_neg_root_mean_squared_error,split34_test_neg_root_mean_squared_error,split35_test_neg_root_mean_squared_error,split36_test_neg_root_mean_squared_error,split37_test_neg_root_mean_squared_error,split38_test_neg_root_mean_squared_error,split39_test_neg_root_mean_squared_error,split40_test_neg_root_mean_squared_error,split41_test_neg_root_mean_squared_error,split42_test_neg_root_mean_squared_error,split43_test_neg_root_mean_squared_error,split44_test_neg_root_mean_squared_error,split45_test_neg_root_mean_squared_error,split46_test_neg_root_mean_squared_error,split47_test_neg_root_mean_squared_error,split48_test_neg_root_mean_squared_error,split49_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error
35,0.1907567024230957,0.04628213787047002,0.006589980125427246,0.003951779038975886,0.1,3,100,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100}",0.9563315467561471,0.9591449810074066,0.8225897307897383,0.5828272652983093,0.7490224851694618,0.8403541508760085,0.9565489034050972,0.9407978930946488,0.9750237331585448,0.9583801612471036,0.9375454423330816,0.9652686002884189,0.8363727902479552,0.9450124018420287,0.8788417751588791,0.7818691521271891,0.7321502477544364,0.6657774779064315,0.8705809790549998,0.9771306113227407,0.9596659720110697,0.9804227307029633,0.9510215663449803,0.843074274731636,0.9095388675761297,0.884337254996406,0.9506717582503383,0.948751968061997,0.8075886429683561,0.5910599152604274,0.897599206095976,0.792901588329127,0.9650703294558326,0.9519429704930049,0.9562604970656583,0.832786640855049,0.8627404421508483,0.9510987909346962,0.7812302792483672,0.928834804216018,0.9530891480761134,0.9172269056013096,0.5306484023080377,0.7312565207004644,0.6913647946754122,0.9695826965327042,0.9718875119175375,0.9710710373396899,0.8952156327544005,0.8979278283114185,0.8721487861360919,0.11202807853544546,11,-1.9494836534472557,-1.76639187457053,-3.3745731405723802,-5.20048074138736,-4.229036973960907,-3.458698715388665,-1.8498534986728299,-2.1475602355383874,-1.4349843623321574,-1.9087220323681546,-2.369197144903559,-1.7593712611880998,-3.884321668815904,-2.0612206327259512,-2.9307240557814223,-4.288984800764843,-4.4946639378956235,-4.964968850976137,-3.168353329226452,-1.3388610448636709,-1.7121127443019917,-1.2344498641353376,-2.0180691890801756,-3.6238637704413645,-2.8566572531569823,-3.1210924664004436,-2.0327497644436683,-1.8943265185300995,-3.7839322500629504,-5.4910818501308905,-2.792694197626565,-3.7877113980671866,-1.5736107211422874,-1.761652915574988,-1.7181108592608474,-3.352218214857631,-3.2958446102158523,-1.9700323382549902,-4.286858701158126,-2.2289549308294085,-1.6943955592197448,-2.3348070938336964,-5.570326901132654,-4.384514783695653,-4.475542164688321,-1.3666138936575105,-1.3014198077529477,-1.3861412154782855,-2.8130163898656138,-2.843977482663039,-2.8257446361007914,1.2104105658739304,13
24,1.4036059284210205,0.2760923880589239,0.010827846527099609,0.007608379285554778,0.05,3,1000,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 1000}",0.9571712450552244,0.9586183814771605,0.7935776359133492,0.4885122981314254,0.7426616900182939,0.8658255927994996,0.9556845972297312,0.9516288105926825,0.9780160982688575,0.943527006364891,0.9281046669978119,0.9599683867827496,0.8157209256733717,0.9556364158264004,0.8730728181746714,0.7820602075392309,0.680299928931398,0.5496024392087235,0.882982446363506,0.9679809844821069,0.9579601506322297,0.9832558503014555,0.9516298328482204,0.8487386970855001,0.8808468104111115,0.907303510002799,0.9418044499972509,0.9408381977428955,0.8084691931943656,0.562586945215722,0.8813281360387525,0.8022453447466756,0.9671059736926824,0.9521722207295421,0.9619769757392539,0.8535217282687452,0.8915528964934314,0.9580801286555872,0.771431269175201,0.948319275197211,0.9525860134725659,0.9029329435763955,0.6599452408075898,0.7772301008421427,0.7219785317513623,0.9577971662291006,0.9737485056479219,0.9740827112021677,0.9179350158039143,0.943449915662552,0.8716701261399088,0.11855784853323537,12,-1.9306494160564587,-1.777739353191103,-3.640054128970296,-5.7584172763330566,-4.282292192640208,-3.1707993436952244,-1.8681610583873098,-1.941199432770694,-1.3462812354157137,-2.2233759062865226,-2.5419645053074325,-1.8888518527470377,-4.122165614402471,-1.8514219952461217,-2.9996860057823573,-4.287106081465386,-4.910468928813847,-5.763637880712098,-3.0127289424036103,-1.5842080476300446,-1.7479424834918893,-1.1416393979088577,-2.0054987695743822,-3.557858808504654,-3.2785360409289512,-2.7940973450511186,-2.207908086194358,-2.035339873357427,-3.775263938410882,-5.6790271682374165,-3.0063919698847523,-3.701279268705093,-1.5270687112927002,-1.757446016558322,-1.6019080707508346,-3.1374975792005095,-2.9295735673405097,-1.8239945117187824,-4.381814328503662,-1.899467035170408,-1.7034578051453997,-2.528379954107164,-4.741393078562848,-3.9919107708335693,-4.247780701755481,-1.609742027891576,-1.2576065351210948,-1.312006028624026,-2.489447432365786,-2.116845221017528,-2.8177866344893396,1.2504525413088412,9
8,1.1150910806655885,0.23406679712441586,0.011186656951904296,0.007396085159224961,0.01,3,750,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 750}",0.953687863152076,0.9590136529802128,0.8219140977310473,0.5906683607866479,0.7378473948891373,0.8395234775480972,0.9563702651598971,0.9407484845460895,0.9731216592866815,0.955760475685851,0.9382314630601774,0.965130837378857,0.838582478894629,0.9466108773688352,0.8799427870648214,0.7826193356348498,0.6700963780968588,0.6726918038507897,0.8798592094068364,0.9794120078977183,0.9589367671786643,0.979416324845146,0.9513894100507262,0.8435748755308218,0.9265798878936735,0.8825542948048186,0.9488494635111404,0.9539003491227165,0.8283041363237214,0.5824275000846562,0.8949912883584731,0.7936892679057046,0.9640130886165434,0.9499489983799003,0.9568047699539703,0.8247451720808272,0.8543820683841018,0.9533035429186257,0.7857511145738114,0.9355143356785431,0.9477300869728718,0.9198723965860394,0.5332681140178397,0.7070121213743168,0.7018239299122817,0.9671950142093297,0.9705665203388745,0.9711749846832276,0.8944451873644591,0.9016045312494649,0.871312049066508,0.11397654572771479,13,-2.0076273489441934,-1.7692286207423256,-3.3809927424253656,-5.1513753036039684,-4.322163224119312,-3.4676852352365177,-1.8536522018119568,-2.148456197778975,-1.488622685291868,-1.9678759323792923,-2.3561492077730937,-1.7628571015778296,-3.8580047854685384,-2.0310400996069258,-2.9173773502975378,-4.281603229463214,-4.988214755876289,-4.913343330180027,-3.0526695530489003,-1.2703261092385694,-1.7275201871141612,-1.2657818337482927,-2.0104767341605534,-3.618079001299358,-2.573562073061665,-3.1450565432778674,-2.0699564008632962,-1.7966565340172784,-3.574439222319531,-5.548735470565708,-2.828032433590114,-3.7805014316484673,-1.597247982817175,-1.7978285466293045,-1.7073877327351208,-3.431877608798938,-3.394711400948611,-1.9251098776421127,-4.242333909970828,-2.1217736519355928,-1.788562139284816,-2.2971930052538814,-5.554759605603769,-4.578016964330231,-4.399054216566444,-1.4192385636068012,-1.3316453419107508,-1.3836486379911968,-2.823339047372129,-2.792286814701304,-2.8302815585725996,1.2234065200020976,14
37,0.721074595451355,0.1586810158579538,0.00923750400543213,0.0031019128774180437,0.1,3,500,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 500}",0.954968338464856,0.9619073633634723,0.7860201714535008,0.4328721934342922,0.7607253158587793,0.8361995795560997,0.9565867126889251,0.9568579850684065,0.9787110479322261,0.9369809159526923,0.9280858698537567,0.9623467937037434,0.8209577450992623,0.9554736248399398,0.8697729440783563,0.7913339248545128,0.6287172288173435,0.5788245778404808,0.8721632820951322,0.9662383286123066,0.9587879308847312,0.9829187017192565,0.9498760436439352,0.8505157675044841,0.8804178926489056,0.9082496817821564,0.9409402780591879,0.9382875906142489,0.8168681221734052,0.5159146183852026,0.8688092780338991,0.8099225993562205,0.9663958357579342,0.9666469583328359,0.9604346137763455,0.8526245954811469,0.8900978450705407,0.9576845400335962,0.7701809263398711,0.9544083186505254,0.9473289574442947,0.910066463282457,0.6572517810900076,0.7792072468171672,0.7845783381227623,0.9580880291818219,0.9742387644250201,0.9760160090643941,0.912405346906624,0.9421527368193331,0.8703411950994078,0.12379928584711372,14,-1.979678557019797,-1.7056301602381607,-3.7060893511108066,-6.063536622855217,-4.1292621053738925,-3.503413693424741,-1.8490484918590646,-1.8332723356048968,-1.3248312011336159,-2.3487053294974167,-2.5422967838313264,-1.8318813128019782,-4.0631718840957,-1.8548157565330345,-3.0384289791066843,-4.194902654074812,-5.2918070362693905,-5.573527932983255,-3.1489253005917153,-1.626747683782915,-1.73064810862833,-1.1530757456828054,-2.041532402855983,-3.5368975800304687,-3.284431641033434,-2.7798008118566475,-2.2242407876173997,-2.078751110550283,-3.6915603691300913,-5.9743279680785975,-3.1609911642314144,-3.6287223439714165,-1.5434643769395497,-1.4676064391242278,-1.634074925475264,-3.147090999436622,-2.94916135214914,-1.8325806208428532,-4.393782933978506,-1.7840633321018216,-1.7954119104937656,-2.433701136607715,-4.760133534864176,-3.9741566201745635,-3.7391045370257125,-1.604185246443421,-1.2458079983884873,-1.2621232649419196,-2.571951729479415,-2.140986281163741,-2.823486808909724,1.2786456986731085,12
7,0.7537273836135864,0.15183603744264915,0.008633255958557129,0.0064717597832628145,0.01,3,500,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",0.9546904877097718,0.9569906935229491,0.8214381361942067,0.6229435794957737,0.7248064111653751,0.8639661630935305,0.9518384206377819,0.9382087307944512,0.9706876542480404,0.9499796911020132,0.9376175823613502,0.959214400153862,0.8272873718826141,0.9458366970877599,0.8783341519575645,0.7809094156744522,0.6975701799244705,0.6680306996077756,0.8829641815394529,0.978664412754681,0.9549190385111945,0.9767889833941151,0.9484423089952364,0.8455138259743885,0.9243782999674615,0.8496933197839531,0.9412467632610952,0.9531102329127772,0.82665810378197,0.5723173645081012,0.8904579332220174,0.7919252775835288,0.9616568306135073,0.9447020450937768,0.9541363569425153,0.8243194060095618,0.8431504428155988,0.9530872729242134,0.7888547719610403,0.9250438240050662,0.9348316746401049,0.9062972463721526,0.5358605026392016,0.6789811241708108,0.7981879339337481,0.9578413497618197,0.9646783424851215,0.968444279664685,0.8888920377696053,0.8938564286981591,0.8702050476660881,0.10972464627906718,15,-1.9857765922032757,-1.8123645958645058,-3.3855078351222034,-4.944116599891121,-4.428363176770084,-3.1926946969920076,-1.9475442083805665,-2.19401872824763,-1.5545643102029565,-2.0925010019923453,-2.367828443092577,-1.906556928416007,-3.9907035891306273,-2.0457128632500554,-2.9368571454132066,-4.298409825452262,-4.775995473435243,-4.948204429460254,-3.0129640559198005,-1.2931846124257347,-1.8100607346444069,-1.3441399212896616,-2.0705243173998142,-3.5955853291192175,-2.6118627057599313,-3.557943352414507,-2.2184620303856963,-1.8119878477765385,-3.59153226363629,-5.615505860999143,-2.8884322556105135,-3.796628982854142,-1.6487092144579296,-1.8897154793666526,-1.7593349714296447,-3.436043801223492,-3.5231982244933238,-1.9295627053103208,-4.211494114422525,-2.287553047957128,-1.9970844266334518,-2.4841772794203085,-5.539311606957223,-4.792011546303923,-3.6190658519201526,-1.6088991613292012,-1.4587749865242912,-1.4477050714348632,-2.8966538906110273,-2.9001424081799256,-2.8691194500305546,1.1767363165404778,15
34,0.8062290906906128,0.17223038745852065,0.007958998680114746,0.003824822620511241,0.1,1,1000,"{'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 1000}",0.9033340409323681,0.9267259512527051,0.8322990068413756,0.6576324439202256,0.7368466833643814,0.8451246118872837,0.9531849057289044,0.9338930145952969,0.9690636050638791,0.9525193093895685,0.9257106417501991,0.9635357488371444,0.8246551687794819,0.9501073242779464,0.8880164579777029,0.7786759029716748,0.7081225770634627,0.6751138951409507,0.8738855280394782,0.970583815531336,0.952358815085238,0.9751236107143518,0.951208069773932,0.8438244453693973,0.9515706987967125,0.8414902803493437,0.952312430488901,0.9462567773943482,0.8297678117012766,0.5616367487565388,0.8966215289735402,0.7649857572522146,0.9619561029945939,0.9414266937852684,0.9533003351648691,0.7873978100463548,0.8179229698606927,0.9422762947834841,0.7943165683988919,0.9474700036922241,0.9439074943254752,0.907649878719339,0.5790516308072182,0.6763069622637171,0.8639619462459269,0.9673498968646275,0.9706013097158861,0.9680658523524056,0.8774724206533658,0.8634337576582425,0.870001110726675,0.10574769803476525,16,-2.9004973657464825,-2.3655898302169645,-3.2809324227355683,-4.711203192490612,-4.330404833504723,-3.406631209843423,-1.9201268284631425,-2.2693446026372244,-1.597049058999193,-2.0386891121750446,-2.583940062925187,-1.8027271527550819,-4.020998484449983,-1.9634077628076338,-2.817575604037801,-4.320264276127389,-4.691933547478915,-4.895130122859468,-3.1276418472310668,-1.518453154005897,-1.860749194311617,-1.3915251850552492,-2.0142232534543565,-3.615191601199187,-2.0901681579175975,-3.6537416575356625,-1.9986589638148107,-1.9398944262522175,-3.5591708972191207,-5.685192123852369,-2.8059942268590072,-4.0349261303369754,-1.6422624378735833,-1.9448752737907686,-1.7752975059424188,-3.779903066081916,-3.795972088697716,-2.1403788790487766,-4.156666845872385,-1.9150104494656854,-1.8528086295655493,-2.4661821134486748,-5.275285252722209,-4.811929437583545,-2.9713453148553564,-1.4158842639374425,-1.33085812935986,-1.4563598953930699,-3.0418720457725517,-3.289608051804444,-2.885489519410298,1.1617553457689287,19
20,0.19791724681854247,0.04874140115940668,0.009230780601501464,0.00759535978921088,0.05,3,100,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",0.9544415660915054,0.9566017339251891,0.8197785107076245,0.6322240551058296,0.7246617859987541,0.8685756542990306,0.9518954002341715,0.9389418022364947,0.9712638080033137,0.9508699849830617,0.93542531368669,0.9595042289752385,0.8200833476583227,0.9443214037473938,0.8758178983533683,0.7816083674352564,0.6850922351713146,0.6637122534187883,0.8845976953068653,0.9786713615638425,0.9551783335480646,0.9768520290409952,0.9489349454907754,0.8457423198367205,0.9252509040188435,0.8522893762150006,0.9427580380012137,0.9523896786685397,0.8265021059435363,0.5752608472783036,0.8902554555136872,0.7945269250066247,0.9617544799650036,0.944839829751362,0.9543259407250358,0.8250821710038094,0.8452000060083833,0.9523038875368924,0.7904293699979138,0.927274479426978,0.9308597846878583,0.9001260927668884,0.5333650994843833,0.6702712627508066,0.7805260851839981,0.9604209640841943,0.9646289510136247,0.9689468840424877,0.890046189734443,0.8933659796442861,0.8695559364654541,0.1104210697552485,17,-1.9912238554347386,-1.8205413142819686,-3.4012045794776515,-4.882892849665751,-4.429526664337637,-3.1381364896844386,-1.946391805096996,-2.1809653365353854,-1.5392104878772146,-2.0737955507656043,-2.4090748002399285,-1.899770705774746,-4.073081555643976,-2.0741312969609007,-2.967071288535273,-4.291547866664347,-4.873525980988512,-4.980284970206777,-2.991863623535472,-1.2929740059687678,-1.804847707014269,-1.3423132069620825,-2.0606085889118892,-3.5929253072882545,-2.596749749271198,-3.5270836028466825,-2.1897440604697467,-1.8258571615829595,-3.593147987490823,-5.596148419628876,-2.8911005142724155,-3.7728188821735507,-1.6466084749848318,-1.8873597304519742,-1.7556949773561599,-3.4285764284934515,-3.5001036034496327,-1.9456066770941531,-4.195761293842134,-2.2532577955680924,-2.0570436544376767,-2.564675533944257,-5.554182444542311,-4.856584737861566,-3.7741084574148314,-1.558899371494695,-1.4597945574897502,-1.436129618366269,-2.8815698855930183,-2.90683491347136,-2.8742670474289,1.1836123666841996,17
33,0.6095633697509766,0.1437000969490244,0.008582086563110351,0.0033705731223308603,0.1,1,750,"{'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 750}",0.9043882123338636,0.9260047941392193,0.8332633801159224,0.6648158436823551,0.7319744679545905,0.8456445179432707,0.9538240650196932,0.9326225228967411,0.9694044675778418,0.9536847648072077,0.9270927776445489,0.9641574166553258,0.818622855918093,0.9498885138663794,0.8872440248195557,0.7794521500744378,0.7055648077766958,0.6683848803928991,0.8754660467392498,0.9720754107460193,0.9537090119712412,0.975387813634917,0.9513415210602363,0.8419707592710858,0.9502278454687615,0.8412757335822387,0.9524226781968806,0.9467603288571144,0.8290828788958426,0.5506302856745714,0.8940798269419233,0.7622391238171418,0.9616915991484695,0.9436543748130477,0.9530780957380479,0.7865886150920354,0.8181534980181895,0.9474842235353231,0.7956844210127906,0.9483335113251573,0.9433638801262814,0.9078245526919377,0.5710798391426547,0.6693468178430921,0.8593341860074779,0.967686310912546,0.9702178659563364,0.9677921591336258,0.8768852971055823,0.8621832148303057,0.8692617238181751,0.10753302811778606,18,-2.88463861237018,-2.3772022974425293,-3.2714852353346306,-4.661517030497355,-4.3703091373701115,-3.4009084894448387,-1.906974183099348,-2.291047772318877,-1.588226408872862,-2.013512948587003,-2.559790414869285,-1.7872940205342078,-4.0895799685075085,-1.967708434732865,-2.827276353947246,-4.3126814183559885,-4.7124467933316145,-4.945564084958317,-3.1079816051340283,-1.4794545393042033,-1.8341919689207655,-1.3841160231494887,-2.011466806492081,-3.6365831126333594,-2.1189482313016264,-3.6562135355540457,-1.9963473019551365,-1.930785039536695,-3.5663239090111287,-5.756121808847576,-2.840279385080443,-4.058435919124074,-1.6479615427662655,-1.9075326777465174,-1.7795167312720528,-3.7870896655498063,-3.793568282981382,-2.04154262645303,-4.142822288686524,-1.8992054006992893,-1.8617651247179001,-2.463848701697081,-5.325001847817836,-4.86338806143499,-3.021462462437786,-1.408571014731586,-1.3395091275370266,-1.462587483268597,-3.049151306319739,-3.30463526866479,-2.888891448108032,1.1765335531820797,20
19,0.8315676259994507,0.19733820597676316,0.008895716667175292,0.0071230320014915634,0.05,1,1000,"{'learning_rate': 0.05, 'max_depth': 1, 'n_estimators': 1000}",0.9058553568732123,0.9224364711322748,0.8334124971374136,0.6694811937230215,0.7213048073584942,0.8477881263253495,0.9541453581221776,0.9316399879875586,0.9699741831880051,0.9544406772143881,0.9290400637593855,0.9646582826260456,0.8130290624783849,0.9500778088450099,0.8881194182512119,0.779724783999069,0.7113151261754269,0.6582713289051956,0.8743454753255178,0.9741103499248371,0.9557953165593319,0.9757408780132727,0.9516488309637616,0.8420099561044565,0.9461790656546679,0.8395901591007834,0.9513736116118275,0.9482450035212685,0.8299813488039091,0.5372766671053193,0.8900044080735029,0.7571017037050328,0.9618904192838871,0.9448482179544521,0.9535535606462548,0.7912938388276193,0.8224943988428468,0.9513334611018379,0.7943132664987633,0.9466445115225364,0.9443478686596606,0.9080604880844305,0.5572974140764283,0.6584326996353277,0.8529160425877077,0.9684251837304966,0.9681237731591116,0.9668031508147827,0.8757330651999956,0.8611783774299013,0.868116140932503,0.10997133596960598,19,-2.8624209383300707,-2.4338461946050662,-3.2700220197132954,-4.628962068536198,-4.456447694331626,-3.377210905734161,-1.9003282194960782,-2.3076919637892312,-1.5733698399267078,-1.9970140478572622,-2.525374207120968,-1.7747622205347662,-4.152163802778822,-1.96398843182598,-2.816280033898433,-4.310014997323133,-4.666202858365195,-5.020412254221462,-3.1219332858947997,-1.4245290762084117,-1.7923825402233027,-1.3741525178987914,-2.0051048858907263,-3.6361320841349625,-2.203447678458486,-3.675575871063115,-2.0182367445538443,-1.9036731506071913,-3.556937907275568,-5.841021108908032,-2.894405411025406,-4.10204793537743,-1.6436795294377482,-1.8872162196671698,-1.770477753609235,-3.7451087292735075,-3.74801621242915,-1.965299696673659,-4.156700209871623,-1.929998684959957,-1.8455212289523715,-2.4606934060683883,-5.40987913136152,-4.943001185726518,-3.0896236047021683,-1.392373959413333,-1.3858021304535724,-1.4848735774444544,-3.06338659771342,-3.316660619279246,-2.8964881074589113,1.1931332454887627,22
32,0.417831449508667,0.10207797768546772,0.008423209190368652,0.0031644763700783857,0.1,1,500,"{'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 500}",0.9066456311616148,0.9266571782459659,0.8325166249847321,0.6716199383001338,0.7218422653714838,0.8455234296841527,0.9528805561782325,0.9310279137133334,0.9696322245582959,0.9542125563129606,0.9289726878840023,0.964750794207308,0.812628082249518,0.9498712352621305,0.8852960790306893,0.7787507626664139,0.7091839328575118,0.6577420326366036,0.8743832536539201,0.9734902285046616,0.9552542731195144,0.9749528435366124,0.951148648535649,0.8418473981401047,0.9462670382495826,0.838751555177424,0.9519862998881137,0.9467334912034758,0.8282138231764286,0.5385414054854204,0.8907536139072888,0.7587798744220284,0.9611770688426008,0.9456345671221398,0.9533014853051562,0.7904086719790243,0.820345586957949,0.9512364567964453,0.7951406383540128,0.9465809932712081,0.9420665707152782,0.9079593465267181,0.5570164359837869,0.658494353133904,0.8521093372561275,0.9674012553669107,0.9685667389429814,0.9667815879359144,0.8753230440498208,0.8593873161924315,0.8677957825407545,0.10983966959189458,20,-2.8503816720399837,-2.3666997086270523,-3.2788029714195694,-4.6139610534071105,-4.45214853623332,-3.402242194444303,-1.9263581842638353,-2.3180001190551587,-1.582303888000219,-2.002007447437252,-2.526572833678508,-1.7724378619992038,-4.156613809580548,-1.9680476416461459,-2.8515934611873353,-4.319533580687134,-4.6833951239086735,-5.024298754741451,-3.1214639423219968,-1.441488626030885,-1.803318117922119,-1.3962931683551614,-2.0154493908619933,-3.6380022344631264,-2.2016461277389987,-3.6851710875422174,-2.0054816349014475,-1.9312716241685786,-3.575379187933778,-5.833033162507395,-2.88453133079872,-4.087852965165943,-1.6589917335224205,-1.873714038761955,-1.775275644396278,-3.753042224275873,-3.770633961355181,-1.9672573829150664,-4.1483316531145675,-1.931147148610829,-1.8829672342652648,-2.462046523729954,-5.411595652174765,-4.942555055389086,-3.0980847846485347,-1.4147702350845166,-1.3761395925389535,-1.4853557459671345,-3.0684362873633972,-3.3379876444517182,-2.901482279712693,1.1909149660258243,23
26,0.6711651802062988,0.11029088288008984,0.009641695022583007,0.006886732211209762,0.05,5,250,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 250}",0.9579332721053389,0.9626619226798412,0.8274309732190098,0.44552763991377764,0.7737471501571365,0.8386627545277008,0.9456487439831142,0.9339004687844302,0.9763135598166829,0.9095922775530361,0.9136377456358125,0.962709977905132,0.8186374146529902,0.9550999910469946,0.8853996267188894,0.7740648568888999,0.7730078386193264,0.5277948423450176,0.8702167469790846,0.9661511276910965,0.9522644440539746,0.979789619496526,0.9521379399946962,0.8300550875943834,0.8934906387135634,0.8921054901411707,0.9462869678877632,0.9215899840497789,0.7505116270316631,0.5310433507875523,0.8344107775724134,0.7997447875936676,0.9676034752844208,0.9635673309725867,0.9571955781296102,0.8563949970168165,0.9016422707102107,0.9536723226798853,0.7311745841574064,0.9509401713089685,0.9529222722440207,0.9148212056811372,0.6585130740965408,0.7553675518567642,0.7659853885499496,0.9597297490761002,0.9766435347899292,0.9666572858421504,0.9094253029741111,0.935144555364198,0.8675794059375055,0.121704803473896,21,-1.9133968711642946,-1.6886526476543948,-3.3282113166756493,-5.995501074858149,-4.015328708937003,-3.4769723415240126,-2.068910753722097,-2.269216653974437,-1.3974404287520137,-2.8131653158293535,-2.786000034201188,-1.8230251951558119,-4.089415834526572,-1.8625816489366136,-2.850306048440442,-4.365036280511005,-4.13768124704344,-5.901522065700815,-3.1728086445565373,-1.6288471417254955,-1.8625912344087783,-1.2542515426413525,-1.9949375236349378,-3.771194004913769,-3.0997096560489465,-3.014460247337971,-2.1211722460002034,-2.3431603731611848,-4.30876844963712,-5.880231510673855,-3.5513032126549184,-3.724606624174609,-1.5154767339668622,-1.533865854801265,-1.6996464010051608,-3.106573126047519,-2.789970922005987,-1.9174931456917588,-4.752046984026623,-1.8506763565637157,-1.697406617896214,-2.3684932577286504,-4.751366958537207,-4.18320937176184,-3.897125652251305,-1.5724528941171005,-1.1862366249949232,-1.4881322247000766,-2.615335807698468,-2.266969601721283,-2.8740577082938588,1.2585481046098972,16
11,0.6544577693939209,0.09560941183599617,0.0091607666015625,0.007168096959667457,0.01,5,250,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 250}",0.9510708860992627,0.9464531846937262,0.8356009329120466,0.6254887413081914,0.7304261677426359,0.8956520828013234,0.9304258196469397,0.9347633563994717,0.9582804417517311,0.931706234876374,0.9267643878862605,0.9454377777026147,0.8300550418181271,0.9360489012825962,0.8803160381730198,0.7475540537755021,0.7074794488036475,0.7031936070512146,0.8629273967316619,0.962812400101067,0.9412528664690183,0.9689672670636577,0.9385827492469464,0.8418130789038012,0.9048712391939319,0.8520934424713418,0.9229485686009449,0.942458673120859,0.80593654130521,0.6190325052600654,0.8794349858188251,0.8053558466441534,0.9456947752372017,0.92126084912909,0.9446543811621042,0.8188042558693531,0.8444407098620549,0.958651921828435,0.7481872283170432,0.9465795539991468,0.94089879485333,0.8916628009123783,0.5824310874651368,0.6784300789538494,0.8846882610352828,0.9348586959156796,0.9375729470385434,0.9536296310216327,0.8868916530928357,0.8828594770137141,0.8673480353672598,0.09938813773196117,22,-2.063570775472068,-2.0222329063631093,-3.248472109602575,-4.927401748879586,-4.382913919031659,-2.7962487919694285,-2.3407822411463624,-2.2543564020491984,-1.854612814249862,-2.445023390784397,-2.5655488602162855,-2.205171524893322,-3.95859951943346,-2.222880474704219,-2.9128388391831863,-4.6140273452325244,-4.697099850928271,-4.67880879525393,-3.260692787334563,-1.7072900240706206,-2.066283476264045,-1.5542018113450795,-2.2598457251207758,-3.6383969376937406,-2.929429466763086,-3.5294221132942374,-2.5405424565338217,-2.007271780871251,-3.8001425169005616,-5.299953228592847,-3.0302772938140348,-3.672055007513544,-1.9620987851131972,-2.25495172659319,-1.9326618993921563,-3.489560981973456,-3.5086771316763983,-1.8115120239474305,-4.599222702826578,-1.9311731639524283,-1.9018502277981257,-2.6711311389574535,-5.254067064935934,-4.796122648524093,-2.735644640970504,-1.9999249599647781,-1.9393410353238532,-1.7549361592058779,-2.922613207369267,-3.046674484228648,-2.9599711783651803,1.0585480530734608,29
