,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,split5_test_r2,split6_test_r2,split7_test_r2,split8_test_r2,split9_test_r2,split10_test_r2,split11_test_r2,split12_test_r2,split13_test_r2,split14_test_r2,split15_test_r2,split16_test_r2,split17_test_r2,split18_test_r2,split19_test_r2,split20_test_r2,split21_test_r2,split22_test_r2,split23_test_r2,split24_test_r2,split25_test_r2,split26_test_r2,split27_test_r2,split28_test_r2,split29_test_r2,split30_test_r2,split31_test_r2,split32_test_r2,split33_test_r2,split34_test_r2,split35_test_r2,split36_test_r2,split37_test_r2,split38_test_r2,split39_test_r2,split40_test_r2,split41_test_r2,split42_test_r2,split43_test_r2,split44_test_r2,split45_test_r2,split46_test_r2,split47_test_r2,split48_test_r2,split49_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,split5_test_neg_root_mean_squared_error,split6_test_neg_root_mean_squared_error,split7_test_neg_root_mean_squared_error,split8_test_neg_root_mean_squared_error,split9_test_neg_root_mean_squared_error,split10_test_neg_root_mean_squared_error,split11_test_neg_root_mean_squared_error,split12_test_neg_root_mean_squared_error,split13_test_neg_root_mean_squared_error,split14_test_neg_root_mean_squared_error,split15_test_neg_root_mean_squared_error,split16_test_neg_root_mean_squared_error,split17_test_neg_root_mean_squared_error,split18_test_neg_root_mean_squared_error,split19_test_neg_root_mean_squared_error,split20_test_neg_root_mean_squared_error,split21_test_neg_root_mean_squared_error,split22_test_neg_root_mean_squared_error,split23_test_neg_root_mean_squared_error,split24_test_neg_root_mean_squared_error,split25_test_neg_root_mean_squared_error,split26_test_neg_root_mean_squared_error,split27_test_neg_root_mean_squared_error,split28_test_neg_root_mean_squared_error,split29_test_neg_root_mean_squared_error,split30_test_neg_root_mean_squared_error,split31_test_neg_root_mean_squared_error,split32_test_neg_root_mean_squared_error,split33_test_neg_root_mean_squared_error,split34_test_neg_root_mean_squared_error,split35_test_neg_root_mean_squared_error,split36_test_neg_root_mean_squared_error,split37_test_neg_root_mean_squared_error,split38_test_neg_root_mean_squared_error,split39_test_neg_root_mean_squared_error,split40_test_neg_root_mean_squared_error,split41_test_neg_root_mean_squared_error,split42_test_neg_root_mean_squared_error,split43_test_neg_root_mean_squared_error,split44_test_neg_root_mean_squared_error,split45_test_neg_root_mean_squared_error,split46_test_neg_root_mean_squared_error,split47_test_neg_root_mean_squared_error,split48_test_neg_root_mean_squared_error,split49_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error
18,0.6230421781539917,0.1438831919247658,0.008131728172302247,0.007399493827932407,0.05,1,750,"{'learning_rate': 0.05, 'max_depth': 1, 'n_estimators': 750}",0.907592601552453,0.9246403962360094,0.8326034030799212,0.6662682943710148,0.713897887100523,0.8461475845447812,0.952294263227208,0.930311481430561,0.969616507028421,0.9533494578509694,0.9296589031644381,0.9631620255634137,0.8047474662563285,0.9505566040753435,0.8863129076258249,0.7802693632983668,0.711942048133047,0.650949386438566,0.8724623314922472,0.974744728725492,0.9567200300161289,0.9753380664314998,0.951126783318661,0.8419633344951932,0.94136711377861,0.8346743308818202,0.9506005949680795,0.9481791019659025,0.8290850229789724,0.5305719124170277,0.8893563049999391,0.7535993438591218,0.9615381068262979,0.9459355703827075,0.9534109474665062,0.7912272109578611,0.8231020123821238,0.9544931101448185,0.7930076120823805,0.9419525267633386,0.9442830728757887,0.9079085843711694,0.5496118658992915,0.6504402306238464,0.8483060483635823,0.9681320908066121,0.966727059488282,0.9661079658231949,0.8742299943547172,0.8594614693749578,0.866479701205867,0.11173849998022033,23,-2.835887936283447,-2.3990188095624885,-3.277953438916668,-4.6514062090279795,-4.51527917450022,-3.395361942821436,-1.9383056797617406,-2.3300078742677988,-1.582713313634887,-2.0207883876769657,-2.514338238244237,-1.8119417069336883,-4.243124397896547,-1.954547601713902,-2.838925906096902,-4.304683944927581,-4.661133429330532,-5.0739113489202445,-3.145239991724727,-1.4069680865810872,-1.7735361200280042,-1.3855141342687458,-2.015900384610907,-3.636668541435524,-2.299840737941964,-3.73147067028115,-2.03421550704252,-1.9048847738207968,-3.566301539927037,-5.883186443082917,-2.902919924749564,-4.131515883903862,-1.6512597302166703,-1.8685197743601625,-1.773193784624265,-3.7457064804452695,-3.741595858366104,-1.9004311228487547,-4.169872251719352,-2.0130711410366495,-1.8465952867172621,-2.4627253626810086,-5.456636236634268,-5.000498405191581,-3.137668470882348,-1.3988213807879124,-1.4158373407563414,-1.5003406094333833,-3.081857509825276,-3.3371073716264417,-2.9133846039613824,1.2032576666511998,24
38,1.0404337215423585,0.21243584240359253,0.010216574668884277,0.0034199673896202374,0.1,3,750,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 750}",0.9528019101901039,0.9520769859923308,0.7220581788497471,0.40260734008971544,0.7554272667965383,0.8341799490965962,0.9563332709208757,0.9538128781661245,0.9795852655128299,0.9248391826128814,0.9246948001167835,0.9577713942476245,0.8272799278673217,0.9583051409895068,0.8798600763382173,0.7872466211653015,0.5771334071283089,0.5470199114240695,0.8658742641565571,0.9663138180836304,0.9545758021084928,0.9825549762343997,0.9437033827081173,0.8499936663954564,0.8733743363985891,0.9155000702822268,0.9212752156400121,0.9345629031460656,0.8060998557834801,0.4895794727302121,0.8507918633955288,0.8206130876006003,0.9664636926285974,0.9656744046497848,0.9608530125554935,0.8572564168171009,0.8793735773779252,0.955461952017312,0.7678349774385971,0.9537054757074158,0.9457161637195091,0.9083642376882718,0.6792639383913572,0.7832023650432982,0.7812211217462524,0.9553135835877135,0.9759857710555898,0.9756519396715023,0.9193036029425542,0.9504237863219699,0.8649783248305698,0.131045910101336,24,-2.0267393727744114,-1.9130944510103174,-4.223829873254392,-6.2232246015878765,-4.1747271213826345,-3.52494576333434,-1.8544379036128833,-1.8968684907854831,-1.2973443760342434,-2.5650051249732804,-2.601546632536058,-1.9399910300393017,-3.990789589033412,-1.7948714964114956,-2.9183821081523615,-4.235787812951162,-5.647461634204073,-5.780138279855807,-3.2254522071469824,-1.62492800129318,-1.8169383679719266,-1.165287751398953,-2.163588955465784,-3.5430688280436144,-3.3797765878450656,-2.667706590454208,-2.5679812082539883,-2.1405641848173227,-3.798543171711428,-6.13468322287672,-3.371071579467237,-3.5252009153530213,-1.5419052310557753,-1.4888499297716717,-1.6254118978127778,-3.097241665639048,-3.089702427665147,-1.8800921932595063,-4.416151441111166,-1.7977623291160139,-1.8226925166958339,-2.456625225821873,-4.604743343654008,-3.938037443086752,-3.768127738869877,-1.6564305832054314,-1.2028240239657981,-1.271666501404713,-2.468602061484793,-1.9820251161976175,-2.8768573780770157,1.3142833276879347,18
17,0.4314003324508667,0.1011129562673186,0.008568019866943359,0.008173186230619538,0.05,1,500,"{'learning_rate': 0.05, 'max_depth': 1, 'n_estimators': 500}",0.9119081054518652,0.9277118343191456,0.8331717436181938,0.6607442604094351,0.703759877352123,0.8476234438898139,0.9506922153428135,0.9302453557947918,0.9689256240554083,0.9501947394593474,0.9299338878413878,0.9601025375730139,0.7882464949880512,0.9510845100390396,0.8836443627473769,0.7809678468735601,0.7155421388030816,0.6412894053386935,0.8695227628843062,0.9747078339299807,0.9566634376628482,0.9739103214192221,0.9494732012385746,0.8420942457622279,0.9321333074261738,0.8220945876148467,0.9486221987254149,0.9479422160613443,0.8288313527095907,0.5225979655257181,0.8884551150087023,0.7483024287469053,0.9614477449291808,0.9470904004231482,0.9525398174249048,0.7914327282194703,0.8221453232017829,0.9583198680443388,0.7865162048402551,0.9279082169216111,0.941916941623191,0.906924973618,0.5377758773991319,0.6376706268603141,0.8417576456588011,0.9662807695836738,0.9642586933024683,0.9653034301570118,0.8714052496407924,0.8567402973003427,0.8635714833552283,0.11410717658865088,25,-2.7688770295179013,-2.3496217420196244,-3.2723840968772846,-4.689743997144525,-4.594582078600809,-3.3790373629999175,-1.9705829003730568,-2.3311130543138976,-1.6006066369613363,-2.0879980950130665,-2.509418770317111,-1.8856843110123054,-4.41878355490926,-1.9440852711013945,-2.8720512992006735,-4.297836596827521,-4.631914893763803,-5.143642476296746,-3.1812802424938518,-1.4079954138008943,-1.7746952681738153,-1.4250554491831053,-2.0497198053199224,-3.635161993833165,-2.4743177372283274,-3.8708332969880144,-2.074549772241816,-1.9092336548979718,-3.5689470928897955,-5.93294344845909,-2.9147180528996244,-4.175687689621976,-1.6531983168767386,-1.848456024242566,-1.7896947471493885,-3.7438623778534,-3.751699754108916,-1.8187713286032205,-4.234752374018786,-2.2434187566413373,-1.8853973078303703,-2.475842379327843,-5.527870190823274,-5.091014598108161,-3.204677189652754,-1.4388790964209286,-1.467415098832466,-1.5180438527440507,-3.116273989701333,-3.3692597890165503,-2.9464326051446736,1.2143811756341454,26
39,1.380038390159607,0.28313191567410656,0.010669021606445313,0.0033385544843619486,0.1,3,1000,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000}",0.9528731991879301,0.9509107759254082,0.7155763655776944,0.3878319703740085,0.7560084777966841,0.8370357923914249,0.954262853384,0.9518539413348877,0.9781720892449747,0.9177007987107378,0.9244917469717497,0.9544495275175964,0.8295596663959561,0.9594782265619739,0.879080141845964,0.784024301256925,0.5616932938958128,0.540054256769864,0.8633217902104665,0.9668986459319439,0.9528762567746168,0.9822055230664533,0.9403341780908945,0.8515704910504707,0.8737141510445905,0.918757641650525,0.9122524391359376,0.9302885802116498,0.8090221093091917,0.48938888001808234,0.8397553521361587,0.8210874325529036,0.9665521540348313,0.9610871265819939,0.9589196140092294,0.8732070299646834,0.8733554590436001,0.9531747157987882,0.7602944513418078,0.9548015387072704,0.943736502229411,0.9125426515301377,0.6817999303763429,0.7807928256439436,0.792249574629011,0.9540681605366048,0.9761680074486702,0.9757051693865628,0.9194738968274582,0.952695419807145,0.8635431024844992,0.13279270785193012,26,-2.025208179260303,-1.936232179557214,-4.272797480198397,-6.2997143376398625,-4.16976368872081,-3.494459662604969,-1.8978920127597283,-1.9366767678990702,-1.341496334361861,-2.6840481354076275,-2.60505168006667,-2.0148503430482867,-3.9643648153718063,-1.769441985222306,-2.927839683204694,-4.267744460812485,-5.749640072128902,-5.824410471920494,-3.2559984782227973,-1.6107610067464615,-1.8506165970683381,-1.176901217278189,-2.2273907897813365,-3.5243977574988827,-3.3752385300796908,-2.6157796017611927,-2.711150509359761,-2.2093687501592587,-3.7698107348877357,-6.135828471473918,-3.4935220392313195,-3.5205370630483364,-1.5398702847206382,-1.58521632511362,-1.6650662535694722,-2.919069151209327,-3.1658378494856283,-1.9277635644602802,-4.487294843298222,-1.7763530583872966,-1.8556305266256543,-2.3999630850953197,-4.586502851885464,-3.959861104914662,-3.6719256768262434,-1.6793545506712237,-1.1982514067427263,-1.2702756825610995,-2.4659959361094885,-1.9360834493240358,-2.8949849887556622,1.3174629916287863,21
31,0.23335896015167237,0.05178571687801086,0.006771187782287597,0.003755742787006173,0.1,1,250,"{'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 250}",0.9121095841967725,0.9321145339652178,0.8326394900873241,0.6618072557392695,0.7051398211531662,0.8463961687010974,0.9499397188883016,0.9299693421540868,0.968578249949102,0.9495595965482049,0.9296938938268179,0.9600949343091111,0.7873599903168715,0.9509094452073279,0.8798424186086234,0.7796441242001106,0.7130625005295754,0.6411860343346345,0.8700438559807735,0.9742628917307128,0.9557916911349461,0.9733484463782931,0.948545777469824,0.8420087070223828,0.932061909695348,0.8184879832792394,0.9489333004900086,0.945886692629794,0.8265521734549408,0.5212060789084982,0.8887539932792702,0.748756979018812,0.9613009693816733,0.9469144301408443,0.9521473379606963,0.7909627753032707,0.819194741967343,0.9579187604587991,0.7860274936537635,0.9273054734167738,0.9399374392656936,0.9067906900552545,0.5380236011850241,0.6388363820036727,0.8398012589162095,0.9649060518817993,0.9643835187598991,0.9651025895554138,0.8709199138365912,0.8543470349644968,0.8629901609179137,0.11409147836319106,27,-2.765708808316101,-2.2769461090635175,-3.2776000927073063,-4.682391008606332,-4.583868361306987,-3.3926178377326366,-1.9855627039938206,-2.3357205164758015,-1.6095282006230782,-2.101269543578375,-2.5137127909017103,-1.8858639799884627,-4.428023498571959,-1.9475610309390534,-2.9185965668734464,-4.310804040072472,-4.6520594452171125,-5.144383554473651,-3.1749212726300216,-1.4203262139284702,-1.7924560393826015,-1.4403189153096252,-2.068445659683384,-3.6361464578838234,-2.4756189221429556,-3.9098723514379907,-2.0682593506473155,-1.9465621848653099,-3.5926295000491035,-5.941586032298321,-2.9108105217713853,-4.1719154686889155,-1.656342342742251,-1.851527331962547,-1.7970795925199698,-3.7480779219103866,-3.782691800227213,-1.8275018220171901,-4.239596741208645,-2.2527776003701185,-1.9172558280719123,-2.4776277406609317,-5.526388692573404,-5.0828181085438064,-3.224426417897231,-1.467917307870181,-1.4648504056609566,-1.522431100661888,-3.122149093398262,-3.3972862471789944,-2.9544166615127385,1.2130767863482688,27
41,0.660030550956726,0.11251515597691714,0.008600354194641113,0.003043909661155651,0.1,5,250,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 250}",0.9584157210394817,0.9591183685617309,0.8207770620171854,0.44263088325722166,0.7695172271724812,0.8272883949586338,0.9426609905928384,0.9306857892105463,0.9682635073225557,0.9033226274780961,0.906398399699037,0.9559163494694362,0.8138910401236368,0.9581185424904008,0.8665449163308445,0.7762469236231795,0.693596804580283,0.4918570762346507,0.8691742942523664,0.9731373579002196,0.9595914329407126,0.9792430634738304,0.947971894027119,0.8220128006226574,0.879005112832638,0.8963468134342965,0.9326834424057143,0.9011671796499499,0.7187905346439984,0.5342650301175467,0.8203397834284043,0.8143526524190874,0.9658961297751553,0.9794886078808237,0.9474566532352835,0.8454438682530431,0.8964982727341549,0.9500079126472256,0.7038031159558192,0.9544691386285421,0.9491068651316888,0.9029717966022087,0.6992779997365923,0.7581456102903457,0.7610363184856979,0.9396622816800905,0.9752206106088119,0.9688648302429665,0.8999734053854069,0.949877853295103,0.8616106657375948,0.12496315710531193,28,-1.9023931832068313,-1.7669670836433533,-3.3917689821803143,-6.011141965622327,-4.052689301069912,-3.597449259554907,-2.125015281350136,-2.3237420334372128,-1.6175692050577681,-2.9090749410554984,-2.9004191851035395,-1.982143652189347,-4.1425815461958475,-1.7988833392523016,-3.075856280891152,-4.343906522800408,-4.8072670236064,-6.121975865639533,-3.1855255699160994,-1.4510507124183718,-1.713694044156727,-1.271097976726358,-2.07994865323432,-3.859394518235158,-3.3037763158905955,-2.9546171667523784,-2.374636019406053,-2.6306728180380086,-4.5744930064678995,-5.859998437156174,-3.6991136983435933,-3.5861864981173066,-1.554897963027305,-1.1509049398702131,-1.8830988886262627,-3.22284868549694,-2.861997359234557,-1.9918846826179888,-4.98810751164497,-1.78287295152178,-1.7648497835547545,-2.5278738862023533,-4.4587603805596245,-4.159389184434545,-3.9381193283025175,-1.9247747728978268,-1.221836431859545,-1.4380257590064311,-2.7484114980872505,-1.992908262470469,-2.940532247122623,1.288256150768314,25
27,1.219880256652832,0.1795033252367028,0.013981037139892578,0.00602220492953975,0.05,5,500,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 500}",0.9553836129518982,0.9562992409073513,0.8183721596996893,0.3792413784413071,0.7572624471039328,0.8340402805652335,0.9440218121019401,0.9306174156481235,0.9666475666789625,0.8820998753583945,0.9066857578660868,0.9576680432283787,0.8150329673319614,0.9551727723837224,0.8765248886204478,0.780162135235402,0.7238973413412173,0.46743521436934543,0.8626151427368617,0.9655214524552154,0.9510062434181547,0.9766033380411305,0.947518426906506,0.8112797852731514,0.8893383335960965,0.8975725914594616,0.929658529601586,0.9013932242098963,0.7385515499679359,0.5082141439727331,0.7948132712577691,0.8158191560933301,0.968392667803871,0.9748216253452892,0.9542469008313776,0.8508556323499394,0.898816155005965,0.9492224967992506,0.7175217793045512,0.9539038445100274,0.9508629198804414,0.9069753377442313,0.6839141051729742,0.7613005337839189,0.7665328465973402,0.9563038810295147,0.9779897854238473,0.9628024045041007,0.9106833247203436,0.9487140165378688,0.8598066071233617,0.13127647964857012,29,-1.970529281826229,-1.8268750321552873,-3.4144493711860773,-6.3437624844527845,-4.159034850441846,-3.5264299637340737,-2.099647467099446,-2.3248878544520637,-1.658239163385822,-3.21254797554794,-2.895963599918494,-1.9423635630626153,-4.1298529668695805,-1.8610714469914056,-2.9586132070034754,-4.305734154923087,-4.563382738042851,-6.267363663920703,-3.2644046346858206,-1.6439276834767518,-1.8869784153076332,-1.3495045368970369,-2.088993207655444,-3.9740561764125863,-3.159553611655505,-2.937094907886013,-2.4274026556523354,-2.627662736577081,-4.4108372783910275,-6.021658096363852,-3.953177862343412,-3.57199404392679,-1.4969041126157714,-1.275133722418128,-1.7572134537335864,-3.165922099132802,-2.8297692258782323,-2.007470757913839,-4.871223399807103,-1.7939065512498824,-1.7341346555317332,-2.4751724331786003,-4.571240710285587,-4.132171090282422,-3.8925644796750136,-1.6379736422242712,-1.1515423340699757,-1.5718043278922682,-2.597109669746233,-2.0159131604090414,-2.9551032891657907,1.3045850602224864,28
42,1.1723157024383546,0.2026462712592479,0.010586538314819337,0.0038807114973658783,0.1,5,500,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 500}",0.9544844040517624,0.9562275660735796,0.8070304253087135,0.43689160787596004,0.7598500215084097,0.817051788089566,0.9416441953273933,0.9210085562685448,0.9628887742047417,0.8889916857473116,0.9020387942172136,0.9469678830934092,0.8139148096365516,0.9591946739248712,0.8518656920403566,0.7715426326488877,0.6954756052148465,0.470485928635587,0.8766630237595594,0.9749497824756437,0.9599877236752634,0.9744265078794374,0.9459679267747614,0.8152996175389658,0.8733479814597882,0.9016738981902062,0.9213845071885326,0.8924390075116653,0.7016614241447189,0.508113055735057,0.7936744032931564,0.8157186743151377,0.9642155830848251,0.9745657646671614,0.9456845183704663,0.8631928877952932,0.8592021434683972,0.9452666549889467,0.6941140303407437,0.9432329447565623,0.9478316067703074,0.902072857824725,0.721205868552425,0.7661053153410805,0.7584482440171194,0.9353650321570269,0.9737455814012118,0.9641020637614668,0.8976240696336806,0.9547611759669896,0.8564719784141606,0.12726341989427395,30,-1.9902874752512285,-1.828372572712605,-3.519442610897413,-6.04201131332338,-4.13680786901675,-3.7025250169398105,-2.143773980964476,-2.4806574550669853,-1.749186252066611,-3.117240023938576,-2.967195715737001,-2.1740314992173664,-4.142316996090785,-1.775622061236269,-3.240606544576269,-4.389333174076321,-4.7925057800734905,-6.249387075572357,-3.0930091218926843,-1.4012446857568663,-1.705270157989794,-1.4108876007901323,-2.119626896276852,-3.931503695901268,-3.380128290526379,-2.8776919284967013,-2.5661980587634496,-2.7443761941650555,-4.711755072262383,-6.022276950606562,-3.964133536116996,-3.57296828035058,-1.5927478724295476,-1.2815962506730285,-1.9145912887647216,-3.0321531535591153,-3.3380547192403918,-2.0842007701782292,-5.069035601306057,-1.99074505663675,-1.7868244023556505,-2.5395569058215175,-4.293123150075435,-4.090371438728448,-3.959387619326052,-1.9921371979542852,-1.2576765777882952,-1.5441012959596545,-2.780500296591968,-1.8933379047972234,-3.0076503077767955,1.2879851617422569,31
16,0.2372784757614136,0.05456227817866982,0.008708581924438477,0.007441110093672321,0.05,1,250,"{'learning_rate': 0.05, 'max_depth': 1, 'n_estimators': 250}",0.939190302813689,0.9402635784787952,0.8314988160109835,0.6382916952449347,0.6895016232973079,0.8466628394174289,0.9426389912946637,0.9279238130297822,0.9650965324658007,0.9428399204301273,0.9265181665072485,0.947278934490438,0.7403447448371858,0.9513525047972856,0.8842033644297597,0.7808245945894846,0.7308494470941747,0.639570973391586,0.8784108227479424,0.9721925106299676,0.9524277973111336,0.9702745321308379,0.9429912520764487,0.8436514757647257,0.9065635757027264,0.7825090024377248,0.9396250599856385,0.9487064456548355,0.8293294659149776,0.5251870719274001,0.8850893194478797,0.7407435117128436,0.9564179511193713,0.9393869527765484,0.9471160805683341,0.7956020735264019,0.8214485025578064,0.9655954371133002,0.7512959133491077,0.9059460323878052,0.9186321984464206,0.894140247281615,0.5041103555073316,0.6084242646667326,0.835605143977967,0.9507418177331305,0.9480482797351139,0.9572983380251741,0.8636432805138212,0.8557594166463303,0.8560352994399614,0.11772079426515848,31,-2.300499343623404,-2.1359149295043274,-3.2887506463414784,-4.8424458651997755,-4.703853007476325,-3.389671606415259,-2.1254228953122793,-2.3695870848266676,-1.6963587095596546,-2.2368605091022133,-2.5698579859665105,-2.1676464057960727,-4.893121317742034,-1.938752397658109,-2.8651439654605433,-4.299241811237041,-4.505564788912175,-5.155948272366717,-3.0710155269875363,-1.47634928398951,-1.859401567048686,-1.5211139467297028,-2.1772302373054746,-3.617193019472316,-2.903255323891108,-4.27986953511638,-2.2488705523253505,-1.8951676743593455,-3.563750361690303,-5.916833435960329,-2.9583661133671044,-4.237925460925586,-1.757736952245291,-1.9784493869916036,-1.8891919162557513,-3.7062527990402554,-3.7590420019246116,-1.6524243227357642,-4.570745323100287,-2.5624536780634575,-2.2315387651600522,-2.6404129015774824,-5.72564018517797,-5.292495008645819,-3.266382448880509,-1.7391004482241554,-1.769162546501067,-1.6840827822526394,-3.2089451003373886,-3.3807745555942126,-3.0405162940875523,1.215529026645562,34
28,1.804331021308899,0.2913621706746033,0.012155418395996093,0.003319852358552057,0.05,5,750,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 750}",0.952537772533656,0.9529203704754866,0.8149428700862007,0.36755061945091594,0.7516844496159079,0.8302611548014359,0.9425037240954498,0.9310733472975546,0.9613657310804805,0.8705220206517451,0.9004723826985742,0.9526010892854008,0.8169070687357849,0.9566836312089599,0.8779755143722585,0.7748849450754549,0.7073268689497617,0.4638876031829344,0.8626078320119004,0.9651192383702829,0.9519020919898635,0.9746240813097242,0.9463014131624955,0.8060898306029813,0.8861994451725292,0.9005099430439701,0.9227466923010419,0.8903979897812083,0.7257680964005001,0.4805689903324806,0.7720914384277745,0.8133992579740947,0.9680667650993525,0.9729371413456966,0.9524450294389869,0.8567901684066616,0.8863115852940503,0.9454864394797318,0.7011915201860087,0.9424182088821118,0.9497057657518282,0.9002951890818736,0.7007775705488208,0.7605373837196638,0.7634017802711868,0.9530676847738963,0.9763769199180463,0.9578314393619743,0.9084061253234993,0.9541433682587555,0.855492351792419,0.13394625297620374,32,-2.032402645293104,-1.8961857053340825,-3.446532508337375,-6.403219949414859,-4.2065497883950265,-3.5663547318156303,-2.1279274773840164,-2.3172365318678354,-1.7847186205063343,-3.3665916854738316,-2.9908245424273656,-2.0553251244091992,-4.108877693423116,-1.829439817692561,-2.9411824853830777,-4.357107082523629,-4.698324703975764,-6.288203630578159,-3.264491488679207,-1.6534886093485959,-1.8696471680391022,-1.405426978036054,-2.1130755948884747,-4.028330399969541,-3.204050228814402,-2.8946744483959947,-2.5438684156043907,-2.770291712471246,-4.517383797076709,-6.1885942946494055,-4.166314411099226,-3.5953831602871165,-1.5046015987032522,-1.3219916747536116,-1.791481054463046,-3.1022958567888597,-2.999532247137466,-2.0800119545095335,-5.010049557930767,-2.004980013876974,-1.7544348462711405,-2.5625034906448696,-4.44762953030789,-4.138771335779173,-3.91857945805288,-1.697545664727607,-1.1929878796116427,-1.6735374494190032,-2.6300089754029043,-1.9062223268134342,-3.00738380693577,1.3119479632355444,30
43,1.7926537275314331,0.3356373952052987,0.011881871223449707,0.0034550663905895283,0.1,5,750,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 750}",0.9537085485942177,0.9548554488777259,0.801415247541736,0.4366388713613881,0.7589922781154574,0.8143113569528364,0.9402219728258532,0.9184376510232517,0.9607352251467871,0.888620669220068,0.9012312023067428,0.9437499633835268,0.8144693841821675,0.9598776591784338,0.8521483460204871,0.7721729491710064,0.7024185950897914,0.4576807358557863,0.8741587447224715,0.9748253716903459,0.9595847742562346,0.973592147895571,0.9463620839306272,0.8169283805578618,0.8744610241014086,0.9065404642607328,0.9149513516347797,0.8873385926038851,0.7009280616403128,0.5157877799551002,0.7902714131654165,0.8053739651918485,0.961876185759429,0.9711685879186549,0.9501199729488713,0.8608895847519695,0.8557313601837845,0.9417214043590557,0.696897092948003,0.9382846910041177,0.9469569566750474,0.9053898612497785,0.7230310784528757,0.757641857843235,0.7486538287820651,0.9260604957376989,0.9718171518540742,0.9621541444360292,0.9046601206902046,0.9549284373610546,0.8550154614681962,0.12733324636225785,33,-2.007178942754655,-1.8568080893611287,-3.570281158109872,-6.043367060811306,-4.144188999973419,-3.7301525073329147,-2.169740290831081,-2.5207027485910145,-1.7992228638990013,-3.122444962066179,-2.9794013881393773,-2.239018877904876,-4.136139885290937,-1.760699485504803,-3.2375133796406694,-4.383273881246342,-4.737557519563399,-6.324499869092936,-3.1242521202875757,-1.4047199856606631,-1.713835233002504,-1.433718662228291,-2.11188153970589,-3.9141305116313387,-3.3652429010852796,-2.8055738018464234,-2.6691305094056044,-2.808690136412362,-4.717542630246798,-5.975110603516778,-3.996690664896409,-3.671884096003962,-1.6439864492236993,-1.3645040915298474,-1.8347529780833143,-3.0575714837925543,-3.378947146348386,-2.150641864889431,-5.045922937888752,-2.075696804938924,-1.8017409998537506,-2.4961762585628837,-4.2790469607186745,-4.163718674906477,-4.038862407381311,-2.1307070534237127,-1.3030473897263735,-1.5854414576044011,-2.683251086438894,-1.8898345467440265,-3.0279689179619838,1.2796097117626113,32
29,2.4544390296936034,0.4249328934885263,0.014736242294311523,0.003664565999004453,0.05,5,1000,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 1000}",0.9498904959335872,0.9499249329164332,0.8094134290446168,0.36447197987757973,0.7491296581393602,0.8270783396322834,0.9419228699864506,0.9299928419479598,0.960261927260007,0.8623934497863407,0.8986631842661192,0.9504279265469705,0.8192497144809624,0.9575635285888856,0.8759261052048503,0.7718375615776853,0.7123796743653498,0.46165934857857915,0.8569118824915577,0.962610831724652,0.9509407980529965,0.9728884509327496,0.946213170709767,0.8082402058386844,0.8869717682929088,0.903283114017772,0.9213997546647129,0.8893735962409667,0.7230204688254624,0.48385134452046796,0.7683215890816819,0.8105410671372844,0.9666136469402081,0.9713482683416018,0.9524927263473176,0.8607833726636032,0.8776133853889404,0.9441900302648099,0.6970277050274176,0.9409994922983744,0.9489096787293704,0.9010732882360064,0.7081329706564776,0.7611148024705034,0.7612878245258141,0.9508388116508728,0.976213169617427,0.9531658153390847,0.9010545320232081,0.9546013444315147,0.8540843175123648,0.1336415276185561,34,-2.088313738387265,-1.9555778962182013,-3.4976441005517245,-6.418785839069515,-4.228133931214888,-3.5996362398520065,-2.138649122990369,-2.335328591297334,-1.8100343040585876,-3.470659784821058,-3.0178855037024044,-2.1019137577128366,-4.082506841740007,-1.810763528424825,-2.965778318745999,-4.386499036101716,-4.657591417070425,-6.301257972967977,-3.3314733031053585,-1.7119107929300368,-1.8882382980668166,-1.4526954124207134,-2.1148110822064266,-4.005931957362495,-3.193159355431423,-2.8540464715906997,-2.5659491896170468,-2.7832078474622954,-4.539958035559971,-6.169010028203128,-4.200630715838543,-3.6228140234921846,-1.5384541298570473,-1.3602455790575738,-1.79058241502367,-3.058738503127838,-3.1121633990048703,-2.1045994384687856,-5.044835634719987,-2.029529355128557,-1.7682654499745158,-2.552484981451818,-4.392624217833395,-4.133778392430755,-3.936046374077068,-1.7373873796779102,-1.1971155114952463,-1.7636911210269202,-2.7335181912551105,-1.8966795951778943,-3.0290307221400643,1.3031327962784427,33
