forecast_date,target,date_time,q0.025,q0.25,q0.5,q0.75,q0.975
20231115,energy,2023-11-16 00:00:00,45.442177,47.46127,48.767113,50.140034,52.30471
20231115,energy,2023-11-16 01:00:00,44.496117,46.08169,47.48127,48.643223,50.481033
20231115,energy,2023-11-16 02:00:00,44.056107,45.405323,46.924625,47.640915,50.230083
20231115,energy,2023-11-16 03:00:00,44.04719,45.50532,46.988922,48.021965,50.482105
20231115,energy,2023-11-16 04:00:00,45.338528,46.827026,48.64428,49.046535,51.108776
20231115,energy,2023-11-16 05:00:00,48.45311,50.207798,51.63026,53.404125,54.545147
20231115,energy,2023-11-16 06:00:00,55.87346,58.45067,59.809612,61.27477,63.319016
20231115,energy,2023-11-16 07:00:00,60.252773,63.418636,64.68835,65.85458,68.418144
20231115,energy,2023-11-16 08:00:00,63.607983,65.94208,67.45629,68.57563,70.801506
20231115,energy,2023-11-16 09:00:00,63.7511,65.96707,67.53738,68.88404,70.93372
20231115,energy,2023-11-16 10:00:00,64.603645,67.259445,68.76876,69.98326,72.08918
20231115,energy,2023-11-16 11:00:00,65.53064,67.620346,69.30052,70.73004,72.99984
20231115,energy,2023-11-16 12:00:00,65.07089,67.54393,68.75696,70.18213,72.759964
20231115,energy,2023-11-16 13:00:00,63.839436,66.027084,67.11331,68.8914,71.00052
20231115,energy,2023-11-16 14:00:00,62.766426,64.80729,65.872025,67.52069,70.43416
20231115,energy,2023-11-16 15:00:00,62.50436,64.711754,65.820206,67.336105,70.2061
20231115,energy,2023-11-16 16:00:00,62.899708,65.24554,66.95424,68.31894,70.990105
20231115,energy,2023-11-16 17:00:00,64.81326,67.152,69.02307,69.71782,72.4746
20231115,energy,2023-11-16 18:00:00,64.02492,66.62645,67.42117,69.326004,71.83726
20231115,energy,2023-11-16 19:00:00,62.825752,64.71996,66.43109,67.76638,69.925385
20231115,energy,2023-11-16 20:00:00,59.22428,61.638744,62.994213,64.3202,66.57828
20231115,energy,2023-11-16 21:00:00,56.092163,57.602272,59.063572,60.253452,61.763252
20231115,energy,2023-11-16 22:00:00,51.70383,54.001595,54.41694,55.962494,57.99901
20231115,energy,2023-11-16 23:00:00,47.846848,49.38769,51.224678,52.872757,54.72212
20231115,energy,2023-11-17 00:00:00,44.907677,47.32384,49.308514,50.171276,52.09015
20231115,energy,2023-11-17 01:00:00,43.128983,45.50532,47.650482,47.95894,51.045982
20231115,energy,2023-11-17 02:00:00,42.16976,45.276897,46.767998,47.5569,49.658375
20231115,energy,2023-11-17 03:00:00,43.120068,45.376896,47.238335,47.840103,50.186275
20231115,energy,2023-11-17 04:00:00,44.392437,46.164986,48.356293,48.887714,51.31645
20231115,energy,2023-11-17 05:00:00,47.347694,50.00357,51.75603,52.89493,54.56644
20231115,energy,2023-11-17 06:00:00,55.19639,57.85639,59.520184,61.044918,62.545925
20231115,energy,2023-11-17 07:00:00,59.577568,63.399067,65.09565,65.73814,68.418144
20231115,energy,2023-11-17 08:00:00,62.743076,65.82697,67.42181,68.45918,70.60557
20231115,energy,2023-11-17 09:00:00,63.10661,65.64591,67.04325,68.675064,70.43701
20231115,energy,2023-11-17 10:00:00,63.518177,66.24943,67.55348,68.914246,71.36267
20231115,energy,2023-11-17 11:00:00,63.667583,66.85003,68.214714,69.88487,71.653595
20231115,energy,2023-11-17 12:00:00,62.73699,65.28009,66.97121,68.6808,70.603294
20231115,energy,2023-11-17 13:00:00,61.08795,63.845486,65.51877,66.91263,69.04434
20231115,energy,2023-11-17 14:00:00,59.64947,62.403324,63.891445,65.399765,67.54183
20231115,energy,2023-11-17 15:00:00,59.112087,61.58027,63.402958,64.5486,67.354004
20231115,energy,2023-11-17 16:00:00,59.64947,62.403324,63.891445,65.356094,67.47904
20231115,energy,2023-11-17 17:00:00,61.190765,63.433823,65.43544,66.26236,68.9684
20231115,energy,2023-11-17 18:00:00,61.105022,63.422977,65.017654,66.26236,68.80469
20231115,energy,2023-11-17 19:00:00,58.79191,61.832767,63.402958,64.681404,67.01004
20231115,energy,2023-11-17 20:00:00,55.86367,58.625526,60.051533,61.12042,63.442253
20231115,energy,2023-11-17 21:00:00,53.16864,55.34545,56.426746,57.42386,59.659462
20231115,energy,2023-11-17 22:00:00,49.238865,51.525692,52.80092,53.83921,56.708755
20231115,energy,2023-11-17 23:00:00,46.028625,48.305923,49.486877,49.9896,51.75445
20231115,energy,2023-11-18 00:00:00,42.16976,44.713284,46.252502,47.26196,49.44611
20231115,energy,2023-11-18 01:00:00,41.464745,43.464764,44.523685,45.643696,47.150894
20231115,energy,2023-11-18 02:00:00,40.482075,42.675907,43.345737,44.299473,46.026443
20231115,energy,2023-11-18 03:00:00,40.874775,42.675907,43.345737,44.299473,46.00907
20231115,energy,2023-11-18 04:00:00,41.422398,43.006187,44.005726,44.299473,46.2764
20231115,energy,2023-11-18 05:00:00,41.535477,43.023827,44.08399,44.518063,46.56064
20231115,energy,2023-11-18 06:00:00,42.6431,44.055344,45.43969,46.514957,48.553
20231115,energy,2023-11-18 07:00:00,45.188328,47.09481,48.746796,49.60615,51.366592
20231115,energy,2023-11-18 08:00:00,48.154312,50.33947,51.65328,52.93274,55.28628
20231115,energy,2023-11-18 09:00:00,51.08298,53.3782,54.775608,55.692818,58.205593
20231115,energy,2023-11-18 10:00:00,51.680687,54.0399,55.358025,56.717007,58.70943
20231115,energy,2023-11-18 11:00:00,53.0416,55.489758,57.021862,57.95183,60.85484
20231115,energy,2023-11-18 12:00:00,51.680687,54.153355,55.69758,56.79317,59.73179
20231115,energy,2023-11-18 13:00:00,51.012432,53.348625,54.434914,55.82217,58.355785
20231115,energy,2023-11-18 14:00:00,49.39317,51.470848,53.635567,55.05398,57.311314
20231115,energy,2023-11-18 15:00:00,48.929657,52.12195,52.924316,54.97411,57.52443
20231115,energy,2023-11-18 16:00:00,50.489437,53.173737,54.67486,56.095394,58.2132
20231115,energy,2023-11-18 17:00:00,53.344086,55.70751,57.456863,58.33527,61.245712
20231115,energy,2023-11-18 18:00:00,53.344086,55.783054,57.279724,58.15727,61.137455
20231115,energy,2023-11-18 19:00:00,51.67685,53.598015,55.273743,56.345608,59.272655
20231115,energy,2023-11-18 20:00:00,47.91867,51.224014,52.480103,54.385853,56.51951
20231115,energy,2023-11-18 21:00:00,46.34118,49.237606,50.85964,51.810772,54.70476
20231115,energy,2023-11-18 22:00:00,45.268845,47.54288,48.452087,48.876415,51.592655
20231115,energy,2023-11-18 23:00:00,42.475082,44.174225,45.681015,46.340786,48.481346
