forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
20240207,energy,36 hour,64.13762,67.03403,68.46269,70.57773,72.213974
20240207,energy,40 hour,60.5102,63.596886,65.1763,67.39871,68.9372
20240207,energy,44 hour,57.64939,60.321346,61.599113,63.110073,64.81379
20240207,energy,60 hour,53.813923,56.50334,58.555763,60.624897,61.788944
20240207,energy,64 hour,50.18889,53.53107,55.353706,57.22116,58.40299
20240207,energy,68 hour,49.04102,52.125263,53.44742,54.626575,56.25184
