forecast_date,target,horizon,q0.025,q0.25,q0.5,q0.75,q0.975
20240214,energy,36 hour,63.48005,65.85507,67.399605,69.21224,71.59892
20240214,energy,40 hour,57.502254,60.5981,62.03872,63.90165,66.28793
20240214,energy,44 hour,53.88406,57.44579,58.271835,60.06726,62.189972
20240214,energy,60 hour,50.841286,53.843517,54.673737,56.98158,59.034157
20240214,energy,64 hour,46.897045,50.21606,52.077454,54.2846,56.60167
20240214,energy,68 hour,46.739616,49.849552,50.761093,53.19171,55.05627
