forecast_date,target,date_time,q0.025,q0.25,q0.5,q0.75,q0.975
20231206,energy,2023-12-07 00:00:00,50.41971,52.240303,52.708286,52.77697,56.441216
20231206,energy,2023-12-07 01:00:00,47.689644,50.091866,50.713825,51.23462,55.0897
20231206,energy,2023-12-07 02:00:00,47.469154,50.0253,50.713825,50.752975,54.475605
20231206,energy,2023-12-07 03:00:00,47.469154,50.0253,50.14712,50.792595,54.228127
20231206,energy,2023-12-07 04:00:00,49.009632,51.530922,51.693245,52.031395,55.731247
20231206,energy,2023-12-07 05:00:00,51.593884,53.496525,54.170128,54.218052,57.84586
20231206,energy,2023-12-07 06:00:00,58.032974,61.424107,61.999947,62.247597,65.66917
20231206,energy,2023-12-07 07:00:00,62.941814,67.05333,66.862595,67.41499,71.435616
20231206,energy,2023-12-07 08:00:00,66.18412,69.36475,69.795944,70.547005,73.3017
20231206,energy,2023-12-07 09:00:00,67.53986,69.533714,70.395004,70.757484,73.70149
20231206,energy,2023-12-07 10:00:00,68.02953,69.986855,70.744484,71.10112,74.26489
20231206,energy,2023-12-07 11:00:00,68.16895,70.31527,70.995926,71.42523,74.8487
20231206,energy,2023-12-07 12:00:00,67.890076,70.13143,70.66155,71.36946,74.848755
20231206,energy,2023-12-07 13:00:00,67.416214,69.29739,69.84586,70.77759,74.394936
20231206,energy,2023-12-07 14:00:00,65.66152,68.58478,69.07799,69.69803,73.41898
20231206,energy,2023-12-07 15:00:00,65.25338,68.54138,69.07799,69.69371,73.41884
20231206,energy,2023-12-07 16:00:00,66.611374,69.128296,69.742935,70.689,73.696625
20231206,energy,2023-12-07 17:00:00,68.03057,70.04181,70.858955,71.32441,74.78188
20231206,energy,2023-12-07 18:00:00,67.413,69.5974,70.06964,70.94453,74.32635
20231206,energy,2023-12-07 19:00:00,65.17436,68.25894,69.07799,69.58591,73.05039
20231206,energy,2023-12-07 20:00:00,63.20599,65.35724,65.4301,65.95201,68.75833
20231206,energy,2023-12-07 21:00:00,59.867336,62.021477,61.924847,62.247177,65.74117
20231206,energy,2023-12-07 22:00:00,56.611164,57.84701,58.71846,58.718437,61.631977
20231206,energy,2023-12-07 23:00:00,53.313004,55.71592,55.854664,55.68931,59.194744
20231206,energy,2023-12-08 00:00:00,49.28408,51.184853,52.41065,52.4503,56.377876
20231206,energy,2023-12-08 01:00:00,47.729168,49.703125,49.759056,50.773586,54.512352
20231206,energy,2023-12-08 02:00:00,46.703392,49.002144,49.81511,49.915684,53.37158
20231206,energy,2023-12-08 03:00:00,47.4423,49.730537,49.81511,49.915684,53.943226
20231206,energy,2023-12-08 04:00:00,48.06535,49.76612,50.6495,51.21561,54.620754
20231206,energy,2023-12-08 05:00:00,50.87614,53.17435,53.90916,53.73929,57.3489
20231206,energy,2023-12-08 06:00:00,57.48214,60.461628,60.829464,60.93591,63.897118
20231206,energy,2023-12-08 07:00:00,62.136414,66.00307,65.7854,66.68707,69.899994
20231206,energy,2023-12-08 08:00:00,66.18788,68.6287,68.74336,69.271225,72.67089
20231206,energy,2023-12-08 09:00:00,67.62761,69.97971,70.65793,70.572624,73.50334
20231206,energy,2023-12-08 10:00:00,67.62761,70.57078,70.74746,71.002396,74.29097
20231206,energy,2023-12-08 11:00:00,67.8391,70.719826,71.178535,71.376785,74.77871
20231206,energy,2023-12-08 12:00:00,67.452705,69.806984,70.46215,70.67828,73.890144
20231206,energy,2023-12-08 13:00:00,66.16611,68.88924,69.22485,70.00786,72.93881
20231206,energy,2023-12-08 14:00:00,64.23084,67.778366,68.52761,68.865944,72.61084
20231206,energy,2023-12-08 15:00:00,63.83279,67.13189,67.73675,68.01864,71.73367
20231206,energy,2023-12-08 16:00:00,64.1869,67.79474,68.5315,68.84169,72.37929
20231206,energy,2023-12-08 17:00:00,65.37146,68.44725,68.79563,69.523994,73.124504
20231206,energy,2023-12-08 18:00:00,64.35998,67.99179,68.52761,68.97509,72.96019
20231206,energy,2023-12-08 19:00:00,63.737312,66.46689,66.62139,67.51057,70.80487
20231206,energy,2023-12-08 20:00:00,59.909176,62.771,62.817513,63.418945,65.94886
20231206,energy,2023-12-08 21:00:00,56.799294,58.979702,59.33955,60.096115,63.223198
20231206,energy,2023-12-08 22:00:00,54.646423,56.676624,56.440983,57.0026,60.501537
20231206,energy,2023-12-08 23:00:00,50.48793,53.146526,53.107227,53.945942,57.03968
20231206,energy,2023-12-09 00:00:00,47.33148,50.32899,50.46638,50.69497,55.33186
20231206,energy,2023-12-09 01:00:00,45.61757,49.28159,49.474728,49.871166,52.898327
20231206,energy,2023-12-09 02:00:00,45.284676,47.858143,47.99988,48.652973,52.218937
20231206,energy,2023-12-09 03:00:00,44.66544,46.826557,47.11064,47.887295,51.476265
20231206,energy,2023-12-09 04:00:00,44.88667,46.812737,47.10787,47.693325,51.476265
20231206,energy,2023-12-09 05:00:00,45.401543,46.795788,47.21693,47.65999,51.39538
20231206,energy,2023-12-09 06:00:00,45.840675,47.647472,47.863884,48.384087,51.778988
20231206,energy,2023-12-09 07:00:00,48.620075,50.13454,50.401093,50.88745,54.137787
