"forecast_date","target","date","horizon","ret","q0.025","q0.25","q0.5","q0.75","q0.975"
2023-12-20,"DAX",2023-12-21,"1 day",-0.273071484452636,-1.67159006637365,-0.408336387506441,0.0802163075245453,0.568769002555532,1.83202268142274
2023-12-20,"DAX",2023-12-22,"2 day",-0.160716016231532,-1.62073900029606,-0.337861615066943,0.162542474119383,0.66294656330571,1.94582394853483
2023-12-20,"DAX",2023-12-27,"7 day",0.0538879691756478,-1.48255640234452,-0.134691858886274,0.391363773709203,0.91741940630468,2.26528394976293
