"forecast_date","target","date","horizon","ret","q0.025","q0.25","q0.5","q0.75","q0.975"
2023-12-06,"DAX",2023-12-07,"1 day",-0.164932375697902,-2.10215430571602,-0.57647406856697,0.014665345877341,0.605804760321652,2.1314849974707
2023-12-06,"DAX",2023-12-08,"2 day",0.615170094812179,-1.979760796994,-0.45362420975959,0.142725273827789,0.739074757415169,2.26521134464958
2023-12-06,"DAX",2023-12-11,"5 day",0.825036961087555,-1.88462749185746,-0.378590769043959,0.223235058592163,0.825060886228286,2.33109760904179
2023-12-06,"DAX",2023-12-12,"6 day",0.809021719474678,-1.77322314404936,-0.273237555311794,0.311333588562731,0.895904732437256,2.39589032117482
2023-12-06,"DAX",2023-12-13,"7 day",0.655915943642604,-1.81566501538774,-0.2483481072473,0.364468453426719,0.977285014100737,2.54460192224118
