"forecast_date","target","date","horizon","ret","q0.025","q0.25","q0.5","q0.75","q0.975"
2024-02-07,"DAX",2024-02-08,"1 day",0.247119283199737,-1.7781947838153,-0.419164143372898,0.107989513466119,0.635143170305135,1.99417381074753
2024-02-07,"DAX",2024-02-09,"2 day",0.0268199049616058,-1.85118812224532,-0.388567740003575,0.181619992825049,0.751807725653672,2.21442810789542
2024-02-07,"DAX",2024-02-12,"5 day",0.679572783363191,-1.73400847052263,-0.346308179769455,0.205206001789459,0.756720183348373,2.14442047410155
2024-02-07,"DAX",2024-02-13,"6 day",-0.243357891099016,-1.67702483266824,-0.265030775099823,0.284665916684309,0.834362608468441,2.24635666603686
2024-02-07,"DAX",2024-02-14,"7 day",0.138891714604661,-1.57514592932645,-0.153555789587027,0.401287043546605,0.956129876680237,2.37772001641966
